,DATE,REVIEW,star
10,2020-4-19,종말 세계 광고에 소꿉놀이 같은 스토리... SRPG라고 기대했더니 체스판보다 작은데서 움직이는 수준이고 명일방주랑 비교하니 전략은 거의 필요없어 보이는데다 강한 캐릭터 뽑기가 더 중요해보이고... 일러보니 라스트오리진이 더 취향이고... 이렇게 재미 없는 게임 오랜만에 했습니다,1
11,2020-4-17,"출시 전부터 기대했던 게임인데 정말 실망스럽기 그지없습니다. 레벨 디자인, 밸런스, 최적화, 번역(캐릭터의 말투 및 현지화 등) 등 엉망인 부분이 많고, 버그도 셀수 없을 정도로 많습니다. 서버관리도 엉망이며 운영에서도 귀를 틀어막고 아무 조치도 취하지 않는 점 등 문제가 많습니다. 특히 광고와 다른 서비스(광고에는 존재하는 캐릭터 였으나 K 삭제 및 일부 캐릭터 미출시), 공식 카페에서의 언론 통제(불리한 글 삭제 및 유저 차단), 과거 리뷰 평가 조작(하루 이틀 전 갑자기 4점대로 올라감), 특히 타 서버와 다른 독자 노선으로 ...
전체 리뷰",1
12,2020-4-17,일단 행동력제한이 있어 컨텐츠 소모를 늦추고 현질유도를 한것 같으나 컨텐츠 자체가 너무 적어 할게 별로 없음. 캐릭터 하나를 키우는데 소모되는 자원이나 시간이 너무 많이 필요해 덱이 고착화됨. 여러 캐릭터를 키워보고 싶으나 한마리 키우기에도 너무 벅참. 40일정도 플레이했는데 오픈때 쓰던 캐릭터 3마리 지금도 쓰고있음. 캐릭터 확률 너무 극악임. 캐릭터간 밸런스 조정이 필요함. 가챠게임인데 가챠자원을 현질 아닌 인게임에서 수급하기 너무 힘듦. 게임 접는 애들이 너무 많아서 친구를 매번 관리해줘야 하는데 너무 귀찮음.,1
13,2020-4-18,최신폰인데도 계속 멈춤! 별 1개 주기도 아깝다. 왠만해선 리뷰 잘 안쓰는데 사전예약 기다리고 점검시간 때문에 계속 접속하고 오픈후 멈춤현상 때문에 몇번을 재접하고 차라리 나중에 오픈하던가...이게 뭐야! 짜증나서 다른겜으로 넘어갈거다.잘먹고 잘 살아라 짜증나는 운영자야~~,1
14,2020-5-16,"(1)베타때 지적된 수많은 부분들은 제대로 고치지도 않고 급하게 출시.[예)부족한 타격감과 사운드, 조잡한 ui와 폰트, 가시성 떨어지는 전투화면 등등)](2)1티어 유닛으로 평가받던 'K'라는 유닛을 지들 마음대로 갸차 테이블에서 제외하고 심지어 제대로 된 사과도 안 함.더불어 이에 대해 이의를 제기하는 유저들을 대거 정지시켜버림.(3)경험치칩의 심각한 헬적화.본섭과 비교했을때 거의 5배가량이 차이남. 이걸 보고도 굳이 이 게임을 하겠다면 말리지는 않겠다.",1
15,2020-5-18,리뷰삭제되서 다시 올림. 게임은 시작이 중요한 법인데 첫날부터 잔버그로 연장점검 오래해서 기분 잡치게 만듬. 그렇다고 게임은 재미있느냐 그것도 아님. 여타 비슷한 유형의 다른게임들과 다를바 없으며 괜히 가챠만 무슨 괜히 기분 거슬리게 요상한식으로 만들어둠. 듀토깨고 가챠 돌리고 스토리 몇판 밀고 접었으나 이미 게임 다 즐겨본 느낌임. 본가 있으면 얼마안가 돌아갈 것을 확신함.,1
16,2020-4-16,"게임을 하게되면 자꾸 강제종료가 됩니다. 캐릭터강화해줄려고 하면 강제종료되고 캐릭터정보 볼려고 클릭하면 강제종료되고 그 외에도 튕기는 현상이 종종 있습니다. 빨리 개선해주시기를 부탁드립니다. 정말 꼭좀 부탁드립니다. 튕기는현상 때문에 출석과 임무,우편만 확인하고 끌수밖에 없습니다...",3
17,2020-4-18,스테이지4가 끝임. 다른 컨텐츠도 없고. 정식오픈한게 맞나 싶을정도로 컨텐츠가 적음. 케릭 육성이 정말 헬인데 적은 겁나 쎄고 가챠는 케릭은 거의 안나오고 카드만 나오고 보석수급도 힘듬. 보통 게임 오픈하면 우편으로 gm이 뭐뭐 보내주고 그러는데 이 게임은 그런것도 전혀 없고 무슨무슨날 이벤트 그런것도 없고.,2
18,2020-4-19,"헬적화가 심하다 못해 이렇게 심한 게임은 처음봄. 그래서 오픈한지 한달도 안된 게임이지만 유저임들이 거의 빠져 나가버려서 이미 망겜화됨. 사실상 사냥으로 레벨업이 불가능해서 경험치 카드로 먹여서 성장을 시켜야 되지만 한섭 요일 던전이 5개, 일섭이 그의 10배인 50개일 정도로 헬적화 되어서 기본적인 팀 4개의 케릭조차 균등하게 키우기 힘든 게 현실. 성장이 너무 더디다보니 재미도 그만큼 반감. 뒤늦게 부랴부랴 공지내고 핼적화에 대한 조치를 하겠다고 했지만 그마저도 중국공산당 수준의 공지를 내고 살아있는 망자의 길을 걸어라는 내용....
전체 리뷰",1
19,2020-4-22,그니까 잘하지... 그랬으면 명방근처는 못가도 방주나 라오급정도는 했을텐데... 아쉽네 이래서 헬적화는... (절래 절래)2.9에 있으면 우짜냐 올별5개 해줄테니깐 3성은달쟈...,5
20,2020-4-22,게임성은 괜찮으나 게임이 많이 불안정합니다. 특히 실행 초기에 앱이 잘 멈추네요. 세 번 째 멈추고 답답해서 리뷰 수정하러 왔습니다. 다행인지 이전에 작성했던 리뷰가 삭제되어 있어서(등록이 안 됐던 것 일지도 모르겠습니다) 새로 작성합니다.,3
21,2020-5-5,"MR확률이 높다.하지만 중요한 소갯말을 적을수있는것이 없고,친구추가를 걸때 하고싶은말을 적는게 없어서 아쉽다.뽑기방식은 독특한점이 좋고 결과를 왠만하면 알수있어서 좋았다.하지만 장비와 캐릭터가 나누어저 있지않아서 장비가 떴을때 좀 허탈할수도 있을것같다.예시(MR이 나왔는데 장비가떠서 빡종한다)하지만,너무돈을 노린듯한 상점은 무과금을 배려하지않은 것이다.소량이라도 좋으니 레벨보상을 무료로 주면 좋겠다.또한 도감이 없어서 캐릭터를 뽑아도 좋은것인지 구별을 할수가 없어서 힘든것 같다.이것을 제외한 독특한 전투방식도 좋고 설명도 친절해서 ...
전체 리뷰",3
22,2020-4-28,"재화가 압도적으로 부족해서 캐릭을 못 키웁니다. 파티 하나만 키워도 캐릭 레벨이 부족해서, 새캐릭 뽑아도 키울 엄두를 못내겠네요. 카폐 들어갔더니, 원인은 헬적화라네요. 오픈한지 이제 2주인데, 유저가 줄어드는게 체감될 정도로 망겜 트리탄듯...전투가 제 취향이라 초반에 뭣도 모르고 현질한게 아까워서 계속하고있지, 아니면 이미 접었을듯...",1
23,2020-4-28,정말 기대했는데 아쉽습니다.. 오픈하자마자 4대명검을 뽑아들고 계속 연장하면서 점검한거.. 그거까지는 이해할라 했습나다.. 그런데 글로벌 첫 출시도 아니고 한국에서만 최고 케릭인 K를 슬쩍 지우고 출시하는건 좀 아니지 않나요? 일판에서 일부러 지웠다는건데.. 정말 앞으로 운영도 너무 걱정되서 미리 접습니다.. 한국유저들이 얼마나 무서운데..,1
24,2020-12-13,"오픈베타 때 스킬사용시에 드래그 방식좀 바꿔달라고 열심히 의견 썼는데 반영안됐고 베타때랑 지금이랑 캐릭터 좀 추가된거 빼고는 도대체 뭐가 달라지고 개선된건지? 베타 이후 정식오픈까지 꽤 오랜시간 뜸을 들이시길래 기대를 좀 많이 했는데.. 제발 전투에 관한 것, 컨트롤과 타격감 다음 업데이트 때 바꼈으면 하네요. 캐릭터 때문에 별2개 줍니다.",2
25,2020-4-19,"참신성 A:게임 플레이 자체는 재미있지만 후술할 요인때문에 아까운 게임이 되버렸다. 스토리텔링 F:재미있는 게임 플레이를 스토리가 다 망친다. 인물들이 왜 싸우는지 왜 쫓기는지, 이야기가 진행되는 장소가 자주 바뀜에도 설명이 없다. 게다가 긴장되는 상황에 적절하지 못하고 진부한 농담 등 거슬리는 부분이 너무 많다. 스토리 신경 안쓰고 재미있게 할만한 게임은 아니다. 일러스트 C:눈에 띄는 작붕이 많다. 그나마 캐릭터 애니메이션이나 국부 디테일은 좋아보인다. 서버 F:잦은 프리징 현상때문에 게임에 집중할 만 하면... 오픈 당일에 점...
전체 리뷰",2
26,2020-4-22,카드게임과 RPG의 결합인데... 차라리 큐라레마법도서관처럼 그스타일이 나았을듯싶네요... 명일방주이야기 나오는데 정말 분위기는 그렇고 형식만 턴제인데... 뭔가 애매합니다. 아직 오래하진 않았지만 좀더봐야겠네요.,3
27,2020-4-16,"머리쓰는 게임들을 좋아해서 다운받아봤는데, 다소 미흡한 부분이 많고, 게임이 불안정한것이 많지만 전, 그래도 지금까진 잘 플레이하고있네여. 앞으로 더 플레이해보면서 회사측이 운영도 성심성의껏 열심히 하고, 적극적으로 개선해 나가는 모범적인 운영을 보여준다면 사람들도 더 많이 모여들거같습니다. 평가는 유동적이기 때문에, 평이 올라갈수록 있고, 더 낮아질수도있어요.",3
28,2020-4-30,엄청 기대하고있었는데 서버관리만 더 잘하면 갓겜 될듯 하긴 첨 나온날 서버 터지는건 국룰이긴하지만! 더 좋은 군림지경 되길! 화이팅,1
29,2020-4-18,게임은 제미잇어요 아직뉴비지만 뽑기확률은 혜자인거같아요 sr . um 잘나오는거같아요 이벤트나 적하고 싸울때 인펙트가 없어서 밋밋합니다 그렇지만 재미잇어요 유저하고 소통도 많이하고뉴비도 많이 끌어모앗으면합니다 아참 행동력을 조금만 쭐여주엇으면합니다 너무높아서 나중에 퀘스트를 못미를 때가 나올거같아요 이리뷰좀봐주셧으면 합니다,4
30,2020-4-18,"오픈 11시->12시 30분까지 연장->1시 30분까지 연장->2시까지 연장->4시까지 연장. 연장 시간까지 기다렸다 들어가니 다시 연장 시간이 늘어나 있는 마법의 게임. 게임을 하라는 건지, 말라는 건지 알 수가 없음. 추후, 어떻게 되는지 상황보고 별점 수정하던지 하겠음. 현재까지는 0별인데 0별이 없어서 1별 줍니다.",1
31,2020-4-22,오류 진짜 많아서 삭제했다가 다시 깔았더니 이젠 튜토리얼도 안되네요? 점검 시간 다 기다렸는데 오류가 이렇게 많으면 어쩌자는겁니까? 차라리 다음날 출시한다고 미룬 다음에 오류를 완전히 고치시고 출시하시지...하 기대했던 만큼 실망이 크네요,1
32,2020-4-17,연장 점검을 떠나서 게임 자체가 노잼이고 0티어 필수 캐릭이었던 K는 아예 출시조차 안 되어서 현재 뽑을수조차 없음. K외에 상위 티어 캐릭 몇개도 없는걸로 봐서 나중에 과금용 캐릭으로 나올듯. 헬적화 패치 완료. 결정적으로 해외에서 섭종한 게임 좀 그만 한국에 가지고 와라. 섭종한 게임은 다 이유가 있는 법인데 뒤늦게 한국 돈도 빨아 먹겠다고 서버 여는거 보소.,1
33,2020-4-17,진짜 ㅋㅋㅋㅋㅋㅋ 게임맞냐구요 이거. 화면 한두번 넘기면 겜이 멈춰서 즐기지를 못해. 아니 개발자들은 직접 자기폰에 설치도 한해보고 게임 출시하나요? 테스트도 안하고 게임내냐구요. 진짜 뭔 기본이 안되어있어 이 게임은. 애초에 벌써 평점 개판인거에서부터 알아봤어야 했는데 내가 멍청하네 ㅋㅋ. 유사게임 지웁니다~,1
34,2020-4-20,이거 점검시간이 계속 늘어나는거 까지는 기다릴 수 있는데 하는도중에 임무 보상이 수령이 안되고 터치를 안먹거나 재접속을 하면 에러가 뜨면서 게임이 접속이 안됩니다. 시간을 들여 기다렸는데 조금 너무하다는 생각이 드는군요.. 에러에 관한 문제 등을 빨리 수정해 주셨으면 좋겠습니다.,1
35,2020-4-20,"조금 시간이 걸리긴 했지만 그래도 고쳐주셨네요... 앞으로는 이런일이 없길 바람니다.. 믿을게요! 근데 무료코어키,유료코어키의 구분이 있는게 이해가 안가네요;; 덕분에 스킨을 못샀습니당.",4
36,2020-4-17,connection error(연결오류)가 계속뜨면서 튜토리얼도 못하고 있습니다 점검중이면 점검중이라고 표시하시고 그게 아니면 오류좀 고쳐주시기 바람니다 제 기종은 X6입니다(듣보잡 기종이긴 합니다만 성능은 생각보다 괜찮습니다),1
37,2020-4-17,아니;; 너무한거 아닌가 튜토깨는데 1시간이 넘어서걸리고 끝나서 겜좀 할려고 하면 겜이 안눌려서 넘어가지지않아서 나갔다 드러갔다 난리를쳐서라도 꾸역꾸역 해가지고 mr도 뽑고 해서 하나 더뽑으려고 뽑기 돌렸더니 멈추더니 튕겨서 들어가 보니 mr뜬건 없어지고 코인만 달아 있는거 실환가 이거 너무 한거 아냐?,1
38,2020-11-1,운영이 초반에 너무 개판이었고 타격감이랑 이펙트는 만들다 만것처럼 때리는맛도 없고 이펙도 그다지 좋지 않다. 장점이라곤 2dlive 인데 그것 하난 잘 만들어놨다. 근데 운영도 한국만 차별하고 돈뽑아먹으려는게 보여서 일찍 하차합니다.그래도 카사보단 잘만들었다.,2
39,2020-11-30,"게임도중 조작이 아예 먹통이 되는경우가 잦음 이건 호환성하고 램 누수 문제인듯 또한 UI가 지나치게 복잡하다는 느낌이 듦. 처음봤을 때 무슨 2000년대 초 UI보는줄.. ㅡ L2D를 적용한건 좋고,SD를 귀엽게 뽑은것도 좋음 다만 프레임이 들쭉날쭉 불안정하게 송출되는 느낌, ㅡ UI 시인성 향상해야 시작유저가 덜 떠나가게 할듯 사이버펑크 디스토피아 느낌이라 감성자체는 합격 전투 UI역시 편의성을 확보해주시길. 인공지능도 멍충쓰 해서 약간 모자란 알파고 같음 현 판에서 각종 오류문제가 심각해서 좋은건 다 말아먹는 이 상황이 안타까움...
전체 리뷰",1
40,2020-4-16,게임 너무 잘 만들었는지 전혀 접속이 안됨. '네트워크 연결중단' 계속 이러고 접속이 안되는데 공식카페에는 '서버안정화 및 룰백현상' 잡았다고 공지 띄워 놨네 이제 접속 안되는건 대체 언제 해결해주려나.,1
41,2020-4-17,게임 자체는 생각보다 괜찮습니다. 가챠겜이라 과금압박이 없는 건 아니지만 운영진분들께서 노력하시는 모습이 보여서 한 번 쯤은 믿고 해봐도 되지 않을까 그렇게 생각합니다. srgp를 좋아하시고 카드게임에 관심이 있으시면 해보세요. 나름 재밌어요.,4
42,2020-4-17,"평점이 낮은 이유가 있을만 하네요. 나온지 별로 안된 겜이면 문제가 있는게 정상이어도 이거는 문제가 너무 많습니다. 실시간 링크는 연습은 나가는것도 연습하라고 나갈수도 없게 해놓아서 나갈려면 재접을 해야 되서 문제고, 이거 말고도 스토리 내용은 너무 안맞고, 스토리도 밀다보면 추천 레벨은 10렙인데 12렙 애들 4명이 네임드 스토리몹 한명한테 다 쓸리는데 밸런스가 너무 안맞는데 키우기가 애초에 어려워서 힘든데 컨텐츠마저 너무 부족합니다.",2
43,2020-4-21,"일단 이 게임은 처음 시작할때 사이버 펑크 느낌이 나는 뒷배경 일러랑 슴가보고 다운함 그레서 인게임 들어가서 하는데 오른쪽 에서 카드가 나오고 그 카드로 스킬을 쓴다 신박한 운빨요소때문에 재미있는건 알겠는데 ""그게 다임 "" 일단 4-15 까지 기본 3인방으로 다껜사람으로서 하면서 암걸려 뒤질뻔함 쳅터 밸런싱 한 착한 친구는 기본 3인방 16렙으로 4-14 해보라고 해야한다 그럼 부모님 안부가 절로나올듯 적군 공격페턴 볼려고 도감봣더니 그냥 극도로 위험하다 라고 적혀있고 그 외엔 암것도 없음 그럴거면 내 엉덩이도 극도로 위험할듯;; ...
전체 리뷰",2
44,2020-4-21,"이거 전략게임이지만 유닛 경험치가 함장 경허치 보다 압도적으로 적어서 골고루 키우기 힘들고 골고루 못키우면 더이상 전략적인 캐릭선택은 못하고 렙빨로 누르기정도로만 플레이 하게 됩니다 게임내용은 적은 렙으로도 캐릭터를 잘 쓰면 3렙정도 차이도 이길 수 있지만 캐릭터를 쓸려고 해도 골고루 올리면 몰빵 유닛에게 발리고 경험치탬 부족으로 진전이 없다 게임 접고 몰빵하면 스토리에서 2렙이나 차이나는 밥들에게 싸먹혀 죽고 게임도 접게되는 환상적인 게임입니다. 결론 . 게임은 잘 만들었으나 운영이 현질해서 살아남아라 이겁니까? 찡찡 아 그리고 ...
전체 리뷰",3
45,2020-4-19,재미는 있음 근데 오류들이 많이 남아있음. 방금 겪고 빡쳐서 돌아왔습니다. 대전돌려서 1판 이겼는데 데이터 인증 실패라고 뜨고 보니까 랭포 1포 떨어졌는데 대전기록에는 아무것도 안뜸 그리고 pvp티켓도 하나 빠짐. 나갔다 들어와서 한번 더뜨니까 똑같네? 오류 수정좀 해주시고 보상좀 주시죠,2
46,2020-4-19,게임 자체는 취향에 맞아서 매우 재미있게 플레이 하고 있지만 갑자기 게임이 꺼지는 것(오류) 과 렉이 걸리는 것만 제대로 패치한다면 더욱 재미있는 게임이 될 수 있다고 생각합니다.,4
47,2020-4-16,"만점아니면 위로 안가니 만점함 (나한테는 4개 이유는,갓겜은 아니지만 즐기다가 갈만함) 대단히 개인적이지만 솔직히 이해가 안갈거라고 보지는 않습니다. 이겜의 문제는 카페에만 가도 알 수 있어요. 이겜 편히 할거면 카페는 거르세요. 운영진도 추하지만 진짜 유저가 추합니다. 게임은 니네들 놀이감이지만 사업이다. 하나만 하면 내가 둘다 똑같이 볼텐데 유저가 한발더 앞서네. 1티어 유닛 K라는 애가있는데 이 애를 겜출시때 운영진이 뺏음 리세마라로 먹는것을 막기위해서였고 당연히 유저는 매우 불만이 많았고 이때까지는 좋았는데 (솔직히 리세로 ...
전체 리뷰",5
48,2020-4-17,"오베 당시 입구컷 4번 당하고 재미만 있다면야 계속 해도 충분하겠지.. 뭔.. 카드 겜이냐 ? 진심 재밌음 캐릭들이 쓰는 스킬카드 가 완전히 랜덤 인지 뭔지.. 는 모르겠는데 정작 중요한 힐 카드 요필할때.. 힐 카드 안나오거는 진자 운빨똥망겜.. 그리고 이게 풀오토 겜임 ? 씌봐.. 나도 캐릭터 뽑기는 많이 봤다고 생각했었는데 이건 ㅋㅋ 웃긴게 캐릭터 뽑는데 장비 도 같이 뽑혀서 나옴 더 문제는 그 장비 나올 확률이 캐릭 나올 확률 보다 높다는거.. 난 하루 하고 삭제 했지만 아직까지 얼마나 많은 분들이 하는지 모르겠다 신규 분들...
전체 리뷰",1
49,2020-4-16,게임은 재미있는거 같은데 발열이 너무 심하네요. 제 폰이 노트10인데도 20분만 하면 엄청 폰이 뜨거워요. 모바일배그도 이렇게 뜨거워지지는 않는데...발열 문제는 꼭 해결해야 한다고 봅니다.,3
50,2020-4-16,"뽑기와 새로운 전투방식, 성장 방식등 마음에 드는데 벨런스와 성장속도가 심한것 갔음 전투에 승리할땐 지휘경험빼고 캐릭터 경험치 오른 느낌이 안나고(카드로 성장시키니 10이후 심하게 올리기 힘들다)적 상대할 때 초반에 쉬운데 렙18이상부터 잡기 정말 힘들다 (밸런스 실화)",3
51,2020-4-16,서버 좀 안정화 안됨? 할려고 접할 때마다 한 번씩 팅기는 거 엄청 짜증남. 오픈 초창기에 이래버리면 누가 남아서 게임을 하나? 2만명 넘게해도 한 달 뒤에는 반절 넘게 빠지는게 대다수 겜인데 갑갑하게 운영하네...;;;,3
52,2020-4-19,K어디갔어! K! 게임 자체는 재미있지만. 정이 안 갑니다. 개인적으로 그래픽2. 게임플레이 4. 컨트롤 4.(5점 만점) 게임은 전체적으로 좋지만. 벌써부터 운영이 별로.,1
53,2020-4-23,게임에 오류로 인한 문제로 튕기는 문제점은 있지만 게임 자체는 재미있고 캐릭터도 예쁘고 초보자들도 할수있개 쉽게 알려주는 게임이네요 처음 시작하는데 보상도 넉넉히 주고 좋은 게임입니다 어서빨리 안정화 된 게임되길 기다릴게요 그리고 사라가 넘 예쁜데 안나와여 ㅠㅠ,4
54,2020-4-24,"명일방주랑 세세히설명할 필요없이 그래픽 느낌이 비슷함 일부러라는 느낌? 여튼간에, 명일방주에서 제일 실망한 이펙트부분은 이겜이 압도적이네요(물론 상대적;) 튜토리얼 궁극기에서 감탄함 일단 2분 첫인상은 매우 좋아여",5
55,2020-4-16,"들어가면 갑자기 튕기고 오늘하루종일 접속이 안돼고, 게임이 초반에 오픈하면 다양한 미션과 많은보상으로 유저를 끌어야됨 근데 초반치곤 컨텐츠가 너무없고 캐릭터 육성은 너무 스테미나에 의존함 미션보상은 순 경험치,돈 뿐임 그리고 캐릭터 육성이 어려움에도 적은 쎄고 물량으로 밀어붙임 심지어 버그인지뭔지 모르겠는데 턴 넘긴적도 없는데 갑자기 턴이 넘어감 그리고 특별출석도없고 출석도 쓰레기임 게임방식도 너무 조잡하구 스킬을 쓰는데 제한이 있는건 에바인듯 개인이 아닌 단체로 에너지가 소모되고 상위레벨인데도 적들은 약해도 깡딜과 물량으로 밀어붙...
전체 리뷰",1
56,2020-4-17,"SRPG 답게 배치나 스킬을 전략적으로 써서 게임을 플레이하는게 너무 재밌어요. 하지만 아직 게임 런치 초반이라 그런지 서버 문제, 잔 버그들이 있는데 처음 부터 완벽한 게임은 없잖아요? 유저들이 만족할 만큼 개선을 해나가는게 중요하니깐요. ㅎㅎ 군림지경 개발진 운영진 분들 화이팅입니다!",5
57,2020-4-18,"일단 팩트 체크하자면 서버 문제는 제쳐두고 CBT 때 있던 K라는 유닛을 아무런 사전공지 없이 가챠목록에서 몰래 빼버림 모를줄 알았나 봄 K라는 유닛은 현재 독보적 0티어 유닛임 긴급점검으로 오픈때 잘 되던 리세마라 까지 막아놓음 추후에 출시될것이라고 뒤늦게 알려줬지만 이건 얘네들의 큰 그림임 K 출시할때 쯔음이면 유저들은 들은정보로 K란 유닛을 무조건 먹어야 되는구나 하고 대부분 생각함 초반에 리세마라로 먹지 못한 K를 나중에 먹어야 하기 때문에 출시하자마자 유저들은 과금 때려박을꺼임 운영진측은 이걸 노린거임 진짜 노골적으로 하려...
전체 리뷰",1
